x	y	z	Event	Energy	Time
5.1607288455e+03 -1.7139567864e+03 9.5576388450e+04 1 1.2349081904e+03 1.9819788809e-01
-8.0992022281e+00 -5.9744602005e+00 7.7523381231e+04 1 5.4141893869e+03 1.8181136532e-01
-8.0925232234e+00 -5.9686588833e+00 7.7287313346e+04 1 1.1418834708e+04 1.8172148568e-01
2.5272088491e+04 -2.7654218716e+04 8.3005477394e+04 1 4.8774608688e+03 2.3036643602e-01
2.5272088491e+04 -2.7654218716e+04 8.3005477394e+04 1 1.8839164437e+03 2.3036643602e-01
-7.9797014610e+00 -5.8307757425e+00 7.2302404947e+04 1 1.0490579520e+04 1.7982354987e-01
-7.8983816016e+00 -5.7471627660e+00 6.8718993080e+04 1 2.4361047385e+03 1.7845921492e-01
-7.5331372533e+00 -5.4344046625e+00 5.2681389541e+04 1 1.4291476250e+03 1.7235311809e-01
-7.2421821386e+00 -5.2358361679e+00 4.3156160827e+04 1 2.2651395529e+03 1.6872651868e-01
-6.8732981089e+00 -4.8592731309e+00 2.6680914177e+04 1 4.3342796238e+03 1.6245379666e-01
-5.0240815503e+00 -3.2362855750e+00 -2.3365930686e+04 1 4.0009608372e+03 1.4339916170e-01
-4.7478656679e+00 -3.0011150819e+00 -3.0213436486e+04 1 1.2269638963e+03 1.4079207007e-01
-4.2656791408e+00 -2.5353691492e+00 -4.4805235685e+04 1 2.9227325782e+03 1.3523644833e-01
-4.2520628946e+00 -2.5210365773e+00 -4.5239882544e+04 1 3.0873346265e+03 1.3507096267e-01
-4.1424086232e+00 -2.4061687307e+00 -4.9013076903e+04 1 1.4012368801e+03 1.3363437228e-01
-3.9679216378e+00 -2.2473115475e+00 -5.4638292210e+04 1 3.2088441452e+03 1.3149265125e-01
-3.7589498518e+00 -2.0805882026e+00 -6.1131420785e+04 1 1.6865982755e+03 1.2902048475e-01
-3.4086832730e+00 -1.8622087946e+00 -7.0828765862e+04 1 4.1469904235e+03 1.2532835867e-01
-3.3676275149e+00 -1.8412722868e+00 -7.1897727662e+04 1 1.9353949778e+03 1.2492136671e-01
-3.0711259096e+00 -1.6870858627e+00 -8.1495131528e+04 1 1.1654400386e+03 1.2126729234e-01
-2.9459630167e+00 -1.6261874456e+00 -8.5249771231e+04 1 1.0146586483e+03 1.1983776702e-01
-2.2113012926e+00 -1.0890348893e+00 -1.1552967092e+05 1 1.9697795577e+03 1.0830913187e-01
-2.1924414065e+00 -1.0750039168e+00 -1.1635276274e+05 1 4.9024143595e+03 1.0799575154e-01
-1.8340429501e+00 -8.9134363689e-01 -1.3385528257e+05 1 1.0978651906e+03 1.0133192103e-01
-1.3049373209e+00 -7.3133976531e-01 -1.6564364514e+05 1 1.4641368364e+03 8.9228967013e-02
-1.0332889016e+00 -6.4504169822e-01 -1.7936431297e+05 1 2.4088133325e+03 8.4005024061e-02
1.3192184849e+03 5.3042578868e+03 -1.7887421292e+05 1 2.3837824548e+03 9.5778255664e-02
1.3192184849e+03 5.3042578868e+03 -1.7887421292e+05 1 1.5003403781e+03 9.5778255664e-02
-8.9659782444e-01 -6.1182926688e-01 -1.8650689877e+05 1 1.7556658857e+03 8.1285589677e-02
-5.9197205103e-01 -4.6226042554e-01 -2.0880817368e+05 1 1.3114888455e+03 7.2794709073e-02
-4.1433848860e-01 -3.2815609846e-01 -2.2819705695e+05 1 4.1930745181e+03 6.5412679938e-02
-3.6086726725e-01 -2.6712533881e-01 -2.3662918175e+05 1 1.0823741324e+03 6.2202274199e-02
-1.5374069136e-01 -1.2390810200e-01 -2.6114282977e+05 1 1.2968529080e+03 5.2869070107e-02
-1.0667234957e-01 -9.0638029240e-02 -2.6802838063e+05 1 3.7683720815e+03 5.0247500027e-02
-1.8595581023e-02 -1.2124778725e-02 -2.8706236957e+05 1 1.2451753728e+03 4.3000595879e-02
0.0000000000e+00 0.0000000000e+00 -2.9155584557e+05 1 1.0581984400e+03 4.1289772769e-02
5.4862718538e-01 -2.1618314646e+01 3.0552612253e+05 1 3.2861238721e+01 2.6862119308e-01
5.3257520013e+01 -1.6542607262e+02 3.0553547559e+05 1 7.5175800239e+03 2.6889295748e-01
5.3257520013e+01 -1.6542607262e+02 3.0553547559e+05 1 1.7240561790e+03 2.6889295748e-01
1.0697482169e-01 -1.8731067109e+01 2.7488819834e+05 1 2.2576438848e+03 2.5695611030e-01
1.4943316842e-01 -1.6057850873e+01 2.3737353965e+05 1 1.6017612121e+03 2.4267278432e-01
2.1563479908e-01 -1.5206044193e+01 2.2233587129e+05 1 2.6265420457e+03 2.3694734558e-01
2.1320305795e-01 -1.4969970193e+01 2.1831467025e+05 1 1.9180895978e+03 2.3541631441e-01
2.0839698536e-01 -1.4718729473e+01 2.1391162621e+05 1 1.7342410274e+03 2.3373990053e-01
1.9629136954e-01 -1.4307990552e+01 2.0627164584e+05 1 3.1693406366e+03 2.3083105657e-01
-4.5000480645e-02 -1.3357368709e+01 1.8860334653e+05 1 1.9256908187e+03 2.2410403427e-01
-6.7884330505e-02 -1.3275079746e+01 1.8698028458e+05 1 3.4561650852e+03 2.2348607024e-01
-7.5459378103e-01 -1.1376516566e+01 1.4848633478e+05 1 1.4258765862e+03 2.0882990282e-01
-8.0972575983e-01 -1.1220980142e+01 1.4536073841e+05 1 1.0153839716e+03 2.0763986484e-01
-9.2830907803e-01 -1.0883323327e+01 1.3859926743e+05 1 1.1872903373e+03 2.0506550600e-01
-1.0389155397e+00 -1.0540780163e+01 1.3172030754e+05 1 1.4690035234e+03 2.0244641468e-01
-1.0998382198e+00 -1.0301956901e+01 1.2697922188e+05 1 1.0904889872e+03 2.0064129650e-01
-1.1322831648e+00 -1.0169336881e+01 1.2429843851e+05 1 1.0242360380e+03 1.9962061665e-01
-1.2467364734e+00 -8.7492224760e+00 9.7447583657e+04 1 1.6444462348e+03 1.8939744052e-01
-1.8894871801e+00 -7.3323283702e+00 7.0181162872e+04 1 2.7973611166e+03 1.7901604481e-01
-1.9391805320e+00 -7.1997094062e+00 6.7817211704e+04 1 1.4671015085e+03 1.7811599593e-01
-2.1410395083e+00 -6.3172494309e+00 5.3452497514e+04 1 6.8919195145e+03 1.7264678677e-01
-2.0717443628e+00 -5.8942750367e+00 4.4244054182e+04 1 3.8390364307e+03 1.6914079125e-01
-8.8513591143e+04 1.1784444068e+05 1.0035201456e+05 1 5.1760798211e+03 2.4916173231e-01
-1.7243505122e+05 2.4185873365e+05 1.7890566227e+05 1 3.8354317104e+03 3.3552112646e-01
-2.1249569528e+00 -4.0116553529e+00 -1.3670794590e+04 1 2.9886815589e+02 1.4709050819e-01
-3.4468260304e+02 6.5675567636e+02 -1.3621556504e+04 1 2.0363213843e+03 1.4924955888e-01
-3.4468260304e+02 6.5675567636e+02 -1.3621556504e+04 1 1.0920892267e+03 1.4924955888e-01
-1.9504801980e+00 -3.3410494310e+00 -3.6655424160e+04 1 9.9160593757e+02 1.3833942860e-01
-1.9109611058e+00 -3.0074893898e+00 -4.8058965761e+04 1 1.0192353803e+03 1.3399768844e-01
-1.8348755269e+00 -2.4284900315e+00 -6.7011393504e+04 1 1.0594901538e+03 1.2678181616e-01
-1.8276625119e+00 -2.3683283790e+00 -6.9052411740e+04 1 2.1533534685e+03 1.2600472698e-01
-1.7486626505e+00 -2.1430997322e+00 -7.6884808673e+04 1 1.2449715369e+03 1.2302265146e-01
-1.7074517560e+00 -1.7889524126e+00 -9.0217502509e+04 1 1.8835009478e+04 1.1794641562e-01
-8.8302766387e-01 -1.1571356049e+00 -1.3029863385e+05 1 1.3468977623e+03 1.0268609566e-01
-6.7585785702e-01 -9.7677117685e-01 -1.4129790656e+05 1 1.0885598718e+03 9.8498279648e-02
-6.3236900050e-01 -9.3585998219e-01 -1.4366298326e+05 1 2.2752405587e+03 9.7597810501e-02
-6.3019526406e-01 -9.3378454797e-01 -1.4379210417e+05 1 2.7321121818e+03 9.7548649561e-02
-5.2020865462e-01 -8.5049506936e-01 -1.5083351525e+05 1 3.5626010435e+03 9.4867733237e-02
-4.3159017967e-01 -7.9181291444e-01 -1.5637185405e+05 1 1.9627372515e+03 9.2759090270e-02
8.8676792763e-02 -6.9582628567e-01 -1.8235979342e+05 1 1.1589711655e+03 8.2864557867e-02
1.2098469739e-01 -6.9540641317e-01 -1.8403755749e+05 1 1.6950096562e+03 8.2225773471e-02
1.8177751294e-01 -6.8286194444e-01 -1.8707744664e+05 1 1.7660770447e+03 8.1068379713e-02
4.6540735057e-01 -4.1923482382e-01 -2.3403301319e+05 1 1.7129210364e+03 6.3190735661e-02
4.7928026496e-01 -3.9454944664e-01 -2.3699747005e+05 1 6.6370275838e+03 6.2062062183e-02
4.8297139234e-01 -3.8556852181e-01 -2.3884658223e+05 1 4.4814151273e+03 6.1358039896e-02
4.8981723467e-01 -3.5804067194e-01 -2.4598884555e+05 1 3.0285841388e+03 5.8638728370e-02
1.5504458679e+04 5.1179945817e+03 -2.4320593612e+05 1 3.3386564107e+03 7.5674796204e-02
5.7900721460e+04 2.9124593210e+04 -2.3656355882e+05 1 3.4442670231e+03 1.2351904102e-01
7.8589163088e+04 4.1889618392e+04 -2.4226079232e+05 1 2.4786883288e+03 1.5508755201e-01
9.3894462107e+04 4.8030653653e+04 -2.3631054371e+05 1 3.5984189867e+03 1.8036292898e-01
9.8555678428e+04 4.7396498113e+04 -2.3580319162e+05 1 1.6420960506e+03 1.9028283999e-01
9.8555678428e+04 4.7396498113e+04 -2.3580319162e+05 1 1.3521510358e+03 1.9028283999e-01
9.3894462107e+04 4.8030653653e+04 -2.3631054371e+05 1 5.1812634302e+03 1.8036292898e-01
7.8589163088e+04 4.1889618392e+04 -2.4226079232e+05 1 1.0723448551e+03 1.5508755201e-01
1.5504458679e+04 5.1179945817e+03 -2.4320593612e+05 1 2.1114291394e+03 7.5674796204e-02
2.0255519378e-01 -9.4817917261e-02 -2.7763834348e+05 1 1.1150543436e+03 4.6588654330e-02
1.1783891873e-01 -2.4942919406e-02 -2.8774236801e+05 1 3.3555708732e+03 4.2741698045e-02
9.6514604383e+03 1.4989500034e+04 -2.9046668792e+05 1 1.2120970392e+03 6.2993880293e-02
2.3656209720e+03 2.0544091076e+04 -3.0743109090e+05 1 1.9321331339e+03 8.5729424700e-02
-2.1959030230e+03 2.2313643769e+04 -3.1202836289e+05 1 5.4907431711e+02 9.4397958953e-02
-6.0694092205e+03 2.4043526660e+04 -3.1372282558e+05 1 2.1256473988e+02 1.0068110083e-01
-9.3259869346e+03 2.5309608575e+04 -3.1565569216e+05 1 4.2419196349e+02 1.0628289130e-01
-1.2245101570e+04 2.4102119556e+04 -3.1796425621e+05 1 1.7328565846e+01 1.1181038902e-01
1.0171362323e-01 -2.2758504857e-02 -2.8924715319e+05 1 1.5257169929e+03 4.2168773716e-02
6.1722624090e-02 -2.5519028895e-02 -2.9189215700e+05 1 2.1269375372e+03 4.1161728325e-02
1.2530679450e-02 -3.0716294471e-02 -2.9676641807e+05 1 9.9743411321e+02 3.9305926896e-02
-3.4153862169e+03 -1.0826731425e+04 -2.9126559001e+05 1 2.0488882188e+03 5.4107826535e-02
1.8164314543e+02 -2.5450515345e+04 -2.8421966573e+05 1 1.5931259983e+03 7.3646939452e-02
1.4233234085e+04 -3.9099407899e+04 -2.7906121784e+05 1 4.7076265503e+03 9.7753165586e-02
1.2274119921e+04 -2.9974711203e+04 -2.6016850667e+05 1 1.0702060962e+04 1.2312831181e-01
0.0000000000e+00 0.0000000000e+00 -3.1832271504e+05 1 1.5407535952e+03 3.1098694492e-02
-5.1110177580e+00 9.9683737742e+00 2.9149315299e+05 1 1.2269109685e+03 2.6327758860e-01
-5.0790862525e+00 9.7275986045e+00 2.8143422981e+05 1 9.4038308545e+03 2.5944777735e-01
-5.0793185880e+00 9.6992224227e+00 2.8007723274e+05 1 3.0357169578e+03 2.5893111746e-01
-5.0932807225e+00 9.1476809604e+00 2.4184994652e+05 1 2.6045606903e+03 2.4437655522e-01
-6.4473906426e+04 4.6478402719e+04 2.8830912030e+05 1 7.1766771461e+01 2.9429631198e-01
-6.6606749409e+04 4.6820495935e+04 2.8966451388e+05 1 1.1541931518e+03 2.9572911546e-01
-6.6606749409e+04 4.6820495935e+04 2.8966451388e+05 1 6.5644913827e+03 2.9572911546e-01
-6.4473906426e+04 4.6478402719e+04 2.8830912030e+05 1 7.3792739697e+02 2.9429631198e-01
-6.3785133170e+04 5.0507312592e+04 2.8843653902e+05 1 3.7612106087e+03 3.0275547191e-01
-6.3785133170e+04 5.0507312592e+04 2.8843653902e+05 1 2.2768739750e+03 3.0275547191e-01
-5.0707625494e+00 9.0994283239e+00 2.3958416440e+05 1 4.5876544352e+02 2.4351388810e-01
-2.2585228332e+03 -1.8410208445e+02 2.3975188766e+05 1 2.4454555775e+03 2.4937510393e-01
-2.2585228332e+03 -1.8410208445e+02 2.3975188766e+05 1 1.4060066833e+03 2.4937510393e-01
-4.8243717114e+00 8.7524157244e+00 2.2333107387e+05 1 2.2375134226e+03 2.3732573592e-01
-4.6254229126e+00 8.4298247623e+00 2.0794053491e+05 1 1.0540724190e+03 2.3146598990e-01
-4.6105308767e+00 8.3995868940e+00 2.0654392928e+05 1 3.9912819561e+03 2.3093425061e-01
-4.4529515665e+00 8.0917392196e+00 1.9097450722e+05 1 1.0279696909e+03 2.2500639828e-01
-4.4075574688e+00 7.9744459458e+00 1.8559767383e+05 1 3.1325763029e+03 2.2295923991e-01
-3.7631576588e+00 7.3601318628e+00 1.4959006333e+05 1 1.6251971432e+03 2.0924982220e-01
-3.2564757541e+00 6.9080933768e+00 1.2953671940e+05 1 1.3446202638e+03 2.0161478037e-01
-1.7858824403e+00 5.5068275940e+00 7.2332754099e+04 1 2.7145057298e+03 1.7983514642e-01
-1.1901953650e+00 4.8533686949e+00 3.8201669318e+04 1 2.0552761662e+03 1.6684020356e-01
-1.1610488452e+00 4.8175302310e+00 3.6532165015e+04 1 2.3929178441e+03 1.6620456270e-01
-9.3719380024e-01 4.5908064408e+00 2.3629600069e+04 1 1.3944124012e+03 1.6129208871e-01
-2.9637856805e-01 3.8523780395e+00 -1.4390780445e+04 1 3.5863079785e+03 1.4681635648e-01
-1.6234465698e-01 3.7173470153e+00 -2.1654514355e+04 1 1.7907566661e+03 1.4405079087e-01
7.3755948498e-02 3.2463625328e+00 -3.8451155619e+04 1 1.4905833744e+03 1.3765570473e-01
1.7892598740e-01 3.0262866106e+00 -4.6209223173e+04 1 2.2004808542e+03 1.3470192928e-01
4.6774861012e-01 1.6402917551e+00 -9.6944803750e+04 1 1.4187519037e+03 1.1538507460e-01
4.7175978783e-01 1.5421107801e+00 -1.0105937001e+05 1 1.1406353101e+03 1.1381851196e-01
4.7381635689e-01 1.4952593313e+00 -1.0318095611e+05 1 1.2830299828e+03 1.1301074821e-01
4.7560745624e-01 1.3428977326e+00 -1.0970352674e+05 1 1.1018598194e+03 1.1052737235e-01
3.2954706126e-01 1.2082540414e+00 -1.2887450146e+05 1 2.1892506767e+03 1.0322829806e-01
1.2872194726e-01 1.1093326221e+00 -1.4622780819e+05 1 3.4153968130e+03 9.6621276124e-02
1.0564620961e-01 1.0938826768e+00 -1.4792127024e+05 1 2.3543856171e+03 9.5976514836e-02
-9.3220632291e-02 7.9736380104e-01 -1.7618137324e+05 1 8.8304482543e+03 8.5216890816e-02
-1.3843566028e-01 7.5065543371e-01 -1.8516661289e+05 1 4.8135154441e+03 8.1795891926e-02
-1.6744014763e-01 3.0724451164e-01 -2.1485634394e+05 1 2.6343469117e+03 7.0491962841e-02
-6.6471185759e-02 2.2441891423e-02 -2.5158582865e+05 1 1.0861095125e+03 5.6507756374e-02
-5.0788490247e-02 -2.5683103827e-04 -2.5532572479e+05 1 8.2258369751e+03 5.5083846437e-02
-3.2442996269e+04 -1.7755246182e+04 -2.3993698911e+05 1 3.1905084345e+03 9.5969188247e-02
-3.9939860587e+04 -1.5427912164e+04 -2.4286103622e+05 1 2.7273963701e+03 1.1181708531e-01
-3.9939860587e+04 -1.5427912164e+04 -2.4286103622e+05 1 2.2146359281e+03 1.1181708531e-01
-3.2442996269e+04 -1.7755246182e+04 -2.3993698911e+05 1 1.9857610120e+03 9.5969188247e-02
-3.1463272758e-02 -1.0291857768e-02 -2.6026157376e+05 1 1.0001331800e+03 5.3204595640e-02
-2.0691465994e-02 -1.8241779458e-02 -2.6301498648e+05 1 2.1562560757e+03 5.2156274886e-02
-1.9299576600e-02 -2.8817071575e-02 -2.6596564217e+05 1 1.0698514348e+03 5.1032856895e-02
-1.8230444330e-02 -4.8316168257e-02 -2.6931789441e+05 1 3.3524864849e+03 4.9756537069e-02
-1.0950170864e-02 -2.6383477390e-02 -2.7969334325e+05 1 2.0288089295e+03 4.5806240856e-02
0.0000000000e+00 0.0000000000e+00 -2.8480319127e+05 1 6.7837187343e+03 4.3860743149e-02
2.0648533916e+00 -2.6640524848e+00 3.1812259333e+05 1 1.2488332338e+03 2.7341660481e-01
2.0611350388e+00 -2.6486954686e+00 3.1448464942e+05 1 1.0442427936e+03 2.7203150133e-01
2.0639890445e+00 -2.6194574005e+00 3.0996331048e+05 1 3.1288188812e+03 2.7031005588e-01
2.1805578028e+00 -2.4987775221e+00 2.9219332406e+05 1 3.8842481828e+03 2.6354434902e-01
1.4529218548e+01 -5.2206964098e+03 2.9265238217e+05 1 2.1779122114e+03 2.7498877460e-01
2.2251381505e+00 -2.4472510041e+00 2.8250992005e+05 1 1.1178194962e+03 2.5985751092e-01
-2.0811619172e+04 3.0265930744e+03 2.9422576249e+05 1 8.8355724485e+02 2.8492549757e-01
-3.2119351805e+04 7.2604449373e+03 2.9844623387e+05 1 1.3918100589e+03 2.9888130956e-01
-4.2442763030e+04 1.1503076830e+04 3.0389917384e+05 1 7.8478483634e+02 3.1265569783e-01
-4.8791076243e+04 1.4058524900e+04 3.0830168535e+05 1 2.6737212347e+02 3.2202885256e-01
-5.4031141390e+04 1.6989534996e+04 3.1296145005e+05 1 3.8130063297e+02 3.3093608284e-01
-5.7641575241e+04 1.8910974171e+04 3.1690390567e+05 1 1.0742800739e+03 3.3767187319e-01
2.3534025720e+00 -2.3927056771e+00 2.6794479968e+05 1 1.0841056145e+03 2.5431202089e-01
2.5717421417e+00 -2.3239137317e+00 2.5018825607e+05 1 1.4862848399e+03 2.4755143701e-01
2.6065923293e+00 -2.3033647393e+00 2.4590977717e+05 1 1.5553936092e+03 2.4592245926e-01
2.7488149520e+00 -2.2076169777e+00 2.3245293833e+05 1 1.3364605676e+03 2.4079893559e-01
2.7581486395e+00 -2.2020596985e+00 2.3163217093e+05 1 9.1355193736e+03 2.4048643864e-01
2.8479346968e+00 -2.1231014265e+00 2.2113589944e+05 1 1.4199931004e+04 2.3649011488e-01
2.8435880646e+00 -1.9066776211e+00 2.0435564166e+05 1 3.9798814648e+03 2.3010124399e-01
2.9004102424e+00 -2.1137104423e+00 1.4240411689e+05 1 1.3258253240e+03 2.0651399854e-01
2.9386977516e+00 -2.1856480226e+00 1.2846740418e+05 1 2.6436247082e+03 2.0120777528e-01
2.9402542193e+00 -2.1877964373e+00 1.2813804292e+05 1 1.0525249069e+03 2.0108237524e-01
2.9643555573e+00 -2.2038986907e+00 1.2506319402e+05 1 9.1591358241e+03 1.9991166633e-01
2.9644979921e+00 -2.2039443621e+00 1.2504074111e+05 1 1.4628139048e+03 1.9990311767e-01
3.0093951619e+00 -2.1794077625e+00 1.1497082840e+05 1 1.1008416041e+03 1.9606912954e-01
2.9934798305e+00 -2.0794619366e+00 1.0123121086e+05 1 1.5949262940e+03 1.9083794980e-01
2.9851280215e+00 -2.0319131992e+00 9.3388261029e+04 1 1.7000488280e+03 1.8785184940e-01
2.0933001867e+00 -1.9529458749e+00 3.8400424696e+04 1 3.2521350981e+03 1.6691596068e-01
1.8898585815e+00 -1.8857801632e+00 2.3788472303e+04 1 1.9675260402e+03 1.6135265458e-01
1.5522537353e+00 -1.7638291313e+00 8.5923810854e+02 1 2.6977516303e+03 1.5262265658e-01
1.4509527407e+00 -1.7133656439e+00 -6.4657577911e+03 1 1.3303221197e+03 1.4983376302e-01
1.4015776657e+00 -1.6537221482e+00 -1.3322092269e+04 1 3.7725759291e+03 1.4722330613e-01
1.1787257446e+00 -1.5177281264e+00 -2.6749462451e+04 1 4.8904447303e+03 1.4211101689e-01
9.5691370228e-01 -1.4927749334e+00 -4.0620991140e+04 1 4.5175332757e+03 1.3682962142e-01
-2.0296592284e+04 2.5536127030e+04 -3.4980642156e+04 1 1.7248127381e+04 1.7464269756e-01
-2.0296592284e+04 2.5536127030e+04 -3.4980642156e+04 1 1.5255892652e+03 1.7464269756e-01
1.0643449776e-01 -1.4633425615e+00 -9.5559148990e+04 1 4.5907066243e+03 1.1591268066e-01
3.1433260342e-02 -1.4529739456e+00 -1.0019476457e+05 1 3.1408464707e+03 1.1414773455e-01
2.0803354872e-02 -1.3997367715e+00 -1.1115277382e+05 1 5.4744738327e+03 1.0997562562e-01
4.0055080932e+04 -8.4665776411e+04 -1.3017476947e+05 1 8.3030254808e+03 1.8703162705e-01
1.0778803014e+05 -8.2361254182e+04 -2.0125204385e+05 1 2.1996093445e+04 2.6718535841e-01
1.0778803014e+05 -8.2361254182e+04 -2.0125204385e+05 1 3.0133444464e+03 2.6718535841e-01
2.7439353341e-01 -1.2013978575e+00 -1.4159692757e+05 1 1.0891163972e+03 9.8384447355e-02
2.7976279750e-01 -9.6030966570e-01 -1.5465497875e+05 1 1.2088654104e+03 9.3412780977e-02
2.6846858043e-01 -7.7012970605e-01 -1.6672158391e+05 1 6.6231469819e+03 8.8818594025e-02
2.4157871831e-01 -6.2595664203e-01 -1.7755260492e+05 1 1.1000961533e+03 8.4694838643e-02
2.3815614676e-01 -6.1375284215e-01 -1.7853703377e+05 1 1.6637362260e+03 8.4320031536e-02
2.3088122995e-01 -4.4301910511e-01 -1.9277707080e+05 1 1.1344022299e+03 7.8898343365e-02
1.9376217740e-01 -1.9039849744e-01 -2.1401715790e+05 1 2.1699109476e+03 7.0811488590e-02
1.2644694305e-01 -2.1858507163e-02 -2.6416700357e+05 1 8.2442468687e+03 5.1717670705e-02
-6.4354785230e-02 4.1515868172e-03 -2.9320738190e+05 1 8.3559271606e+02 4.0660976533e-02
-3.7738149638e+04 2.1533115069e+04 -2.8402196034e+05 1 1.7014250427e+03 7.0351097873e-02
-7.5004708694e+04 3.0684418770e+04 -2.6178789770e+05 1 1.2257776470e+03 1.0029540675e-01
-1.0899518306e+05 5.0968277781e+04 -2.3895378305e+05 1 1.9896504406e+03 1.3141127941e-01
-1.4069998742e+05 7.3483858166e+04 -2.1621702213e+05 1 1.1158734091e+03 1.6229137883e-01
-1.8140218270e+05 1.1462635292e+05 -2.0886754155e+05 1 1.6148809914e+03 2.0251790599e-01
-2.1275496779e+05 1.6857123745e+05 -1.9389166226e+05 1 3.9297123906e+03 2.4693442221e-01
-2.6929684136e+05 2.0089453063e+05 -1.7234092569e+05 1 1.5133253574e+03 2.9475879180e-01
-3.0200109437e+05 2.2450799695e+05 -1.6222301802e+05 1 9.6208707520e+02 3.2475809570e-01
-3.7738149638e+04 2.1533115069e+04 -2.8402196034e+05 1 1.1023530029e+03 7.0351097873e-02
-5.6563999037e-02 -5.8479862751e-03 -2.9847953368e+05 1 1.4316609677e+03 3.8653684366e-02
-2.9664658306e+03 3.7589749855e+03 -2.9797773988e+05 1 2.4379688024e+03 4.7520269037e-02
-7.1210777627e+03 5.8539309940e+03 -2.9631955296e+05 1 2.0795417784e+03 5.8389601522e-02
-7.1210777627e+03 5.8539309940e+03 -2.9631955296e+05 1 1.4567416747e+03 5.8389601522e-02
-2.9664658306e+03 3.7589749855e+03 -2.9797773988e+05 1 1.1886625776e+03 4.7520269037e-02
-2.1958606481e-02 -2.4772802493e-03 -3.0668114616e+05 1 1.4145343060e+03 3.5531044834e-02
0.0000000000e+00 0.0000000000e+00 -3.1253616434e+05 1 1.1370261003e+03 3.3301835626e-02
-2.4278959309e+00 2.3294531247e+00 3.1127655492e+05 1 4.3966689218e+03 2.7081000054e-01
-1.9401011681e+00 2.0709111847e+00 2.8996375876e+05 1 2.0539798686e+03 2.6269541319e-01
-1.7620640892e+00 1.9175261534e+00 2.7947344845e+05 1 1.1725261117e+03 2.5870135572e-01
-1.7279101225e+00 1.8879457520e+00 2.7737581758e+05 1 1.3025838223e+03 2.5790270843e-01
-1.6031431858e+00 1.5252647327e+00 2.5256805272e+05 1 3.2025114774e+03 2.4845745710e-01
-1.5472200376e+00 1.4428186458e+00 2.4635368809e+05 1 2.9115935275e+03 2.4609141454e-01
-1.2753663658e+00 9.9999733725e-01 1.9093300461e+05 1 5.2692104930e+03 2.2499068309e-01
2.3252130871e+04 -7.3684145328e+04 2.3299720431e+05 1 4.0738146849e+03 2.8886023006e-01
3.4234290024e+04 -1.1856527051e+05 2.6587129184e+05 1 8.4419024586e+01 3.3223599672e-01
3.4715611794e+04 -1.2235071222e+05 2.6910122329e+05 1 1.6776653042e+03 3.3631721915e-01
2.6388632950e+04 -1.3847731822e+05 2.9466672577e+05 1 9.2314626052e+02 3.6213425537e-01
3.4715611794e+04 -1.2235071222e+05 2.6910122329e+05 1 3.0152908850e+03 3.3631721915e-01
-1.2574108546e+00 1.0021657773e+00 1.8316907468e+05 1 1.8481053180e+03 2.2203466585e-01
-1.2328060568e+00 9.9748259572e-01 1.7795526274e+05 1 1.1548014464e+03 2.2004957365e-01
-1.0813997510e+00 1.0167631626e+00 1.6296255746e+05 1 1.0669675368e+03 2.1434129371e-01
-1.0529167308e+00 1.0241252080e+00 1.6068527407e+05 1 1.4792736176e+03 2.1347424733e-01
-9.7376762674e-01 1.0479442082e+00 1.5266048307e+05 1 1.5101417731e+03 2.1041891163e-01
-9.1053824490e-01 1.1406433458e+00 1.4254462372e+05 1 5.3997417916e+03 2.0656742895e-01
-9.5491985697e-01 1.3381464153e+00 1.2049186614e+05 1 3.1922772896e+03 1.9817112832e-01
-9.7530715373e-01 1.3660378914e+00 1.1606382627e+05 1 2.0886525905e+03 1.9648520991e-01
-9.9099953500e-01 1.3825199972e+00 1.1329688120e+05 1 2.0459347003e+03 1.9543173173e-01
-1.0025164429e+00 1.5360746595e+00 9.9176292953e+04 1 1.5562668956e+03 1.9005550315e-01
-1.0028894782e+00 1.5401960649e+00 9.8830594803e+04 1 3.5263841409e+02 1.8992388312e-01
8.4972313239e+03 8.2233721656e+03 1.0109983890e+05 1 7.6028530412e+03 2.0241613405e-01
5.2536285706e+04 3.8771015165e+04 8.7649484618e+04 1 1.4794191021e+04 2.6521781081e-01
5.2536285706e+04 3.8771015165e+04 8.7649484618e+04 1 1.1445649801e+03 2.6521781081e-01
8.4972313239e+03 8.2233721656e+03 1.0109983890e+05 1 4.7550423875e+03 2.0241613405e-01
-1.1936962062e+00 1.7947666651e+00 6.8395331031e+04 1 1.0959644218e+03 1.7833606285e-01
-1.3072458559e+00 1.8815314597e+00 5.9047861459e+04 1 4.7489767699e+03 1.7477713886e-01
-1.4739835334e+00 1.8782425055e+00 3.3752942201e+04 1 1.1502838684e+03 1.6514643970e-01
-1.5448354923e+00 1.8981004745e+00 1.9506320627e+04 1 3.6244289483e+03 1.5972223174e-01
-1.4922033995e+00 1.8435426613e+00 7.3229285367e+03 1 6.4194456203e+03 1.5508357117e-01
-1.5107871075e+00 1.7904496860e+00 -2.9875428356e+03 1 3.3415371990e+03 1.5115800039e-01
-1.4333990788e+00 1.7689109760e+00 -2.2626316817e+04 1 1.7072639696e+03 1.4368080764e-01
-1.3885464882e+00 1.7679862127e+00 -3.1342363323e+04 1 1.8799107880e+03 1.4036229319e-01
-1.3757888177e+00 1.7492654092e+00 -3.5678881857e+04 1 1.2912432297e+03 1.3871122366e-01
