x	y	z	Event	Energy	Time
-1.2036554229e+01 4.3683663650e+00 1.1347926502e+05 3 4.0829599547e+03 1.9550111195e-01
-1.2349518198e+01 4.3362082169e+00 1.1907841595e+05 3 5.7015826790e+04 1.9763291352e-01
-1.5109162882e+01 3.9160373235e+00 1.7216675150e+05 3 4.3576831287e+04 2.1784558823e-01
-1.7159438469e+01 3.3330630783e+00 2.1873242671e+05 3 1.3546357001e+04 2.3557485723e-01
-1.8015287736e+01 3.2267649566e+00 2.3497397650e+05 3 3.8334080120e+04 2.4175862069e-01
-1.9847772309e+01 2.9042666630e+00 2.7168331789e+05 3 8.1001683624e+03 2.5573523743e-01
-2.0246682251e+01 2.9030992376e+00 2.8007637488e+05 3 5.5334651871e+03 2.5893078893e-01
-2.0642376676e+01 2.8734007958e+00 2.8762190208e+05 3 2.3146724301e+04 2.6180365439e-01
0.0000000000e+00 0.0000000000e+00 -3.2000000000e+05 3 8.5983798293e+03 3.0460093763e-02
0.0000000000e+00 0.0000000000e+00 -3.1184558132e+05 3 1.3272522684e+04 3.3564764601e-02
1.4087577037e-02 2.1584130733e-01 -2.9607796061e+05 3 1.6883105509e+04 3.9568046848e-02
3.7579983995e-01 7.5367558745e-01 -2.7360901814e+05 3 1.9619480823e+03 4.8122756978e-02
4.1564337571e-01 8.3230847625e-01 -2.7080101533e+05 3 2.2318504118e+04 4.9191861823e-02
6.3044203248e-01 1.3590792029e+00 -2.5107487514e+05 3 2.9829744727e+04 5.6702293664e-02
7.6315081822e-01 2.3383685649e+00 -2.1640835722e+05 3 3.4106024616e+03 6.9901053497e-02
7.5436922847e-01 2.4748354760e+00 -2.1138806732e+05 3 1.0108749181e+04 7.1812454620e-02
7.3649322144e-01 2.7270250167e+00 -2.0107529440e+05 3 1.3189367727e+04 7.5738890553e-02
7.2870662122e-01 3.1313504117e+00 -1.8503116545e+05 3 4.9410349074e+03 8.1847456359e-02
7.2389598777e-01 3.2912979099e+00 -1.7879110310e+05 3 1.1288378659e+04 8.4223268559e-02
6.4003808389e-01 3.5958509456e+00 -1.6609285577e+05 3 1.2315692002e+04 8.9057940468e-02
5.5310691082e-01 3.9631599932e+00 -1.5013533757e+05 3 9.2101000805e+03 9.5133532845e-02
4.6352181362e-01 4.2251525058e+00 -1.3971840119e+05 3 7.2063241839e+03 9.9099629965e-02
3.5876344902e-01 4.3737761339e+00 -1.3380592090e+05 3 1.0192053898e+04 1.0135072112e-01
2.2147970500e-01 4.5794983863e+00 -1.2564116535e+05 3 1.3458680480e+03 1.0445933379e-01
1.6413969844e-01 4.6628470895e+00 -1.2268994924e+05 3 1.8854156753e+04 1.0558296680e-01
5.8362727851e-02 5.3496564857e+00 -1.0307103359e+05 3 2.1172602247e+04 1.1305260216e-01
-2.0127804541e-02 6.1574525015e+00 -7.7510439963e+04 3 8.1451381914e+01 1.2278445353e-01
-2.0036008035e-02 6.1578109396e+00 -7.7495336416e+04 3 2.9617856605e+01 1.2279020400e-01
-1.7653520825e-02 6.1659664384e+00 -7.7177224260e+04 3 4.6711258302e+04 1.2291132095e-01
4.0850150123e-01 7.5093303029e+00 -2.7110310041e+04 3 1.4518354035e+04 1.4197362911e-01
7.3753126254e-01 7.9513850861e+00 -8.7460584182e+03 3 1.7795182239e+04 1.4896557571e-01
1.1684975257e+00 8.4879717493e+00 1.2784459804e+04 3 1.4033825782e+04 1.5716303790e-01
1.4189407332e+00 8.8737283561e+00 2.9636060764e+04 3 1.6767934338e+04 1.6357906495e-01
1.6114253004e+00 9.2637939494e+00 4.5146142399e+04 3 3.4959468250e+04 1.6948432685e-01
2.0404487947e+00 1.0709756196e+01 8.8756338003e+04 3 4.1100948537e+02 1.8608834471e-01
2.0491295157e+00 1.0787745122e+01 9.0801426748e+04 3 1.9239346805e+03 1.8686698608e-01
2.0822224364e+00 1.0908035076e+01 9.4106573459e+04 3 1.0445983664e+04 1.8812537877e-01
2.2224871571e+00 1.1392240454e+01 1.0688325480e+05 3 1.7018600832e+04 1.9298993831e-01
2.2635867842e+00 1.2168460862e+01 1.2500730178e+05 3 1.3529903203e+03 1.9989044090e-01
2.2526245066e+00 1.2231032941e+01 1.2678660672e+05 3 4.9176364044e+03 2.0056788897e-01
2.2236256500e+00 1.2413031655e+01 1.3202084907e+05 3 1.0961294254e+03 2.0256076122e-01
2.2157593670e+00 1.2462231700e+01 1.3330390251e+05 3 1.4491456108e+04 2.0304926780e-01
2.1430261453e+00 1.3136020284e+01 1.5028744947e+05 3 2.1537733823e+04 2.0951554140e-01
2.0479319791e+00 1.4118105574e+01 1.7641966776e+05 3 6.7362866184e+03 2.1946505905e-01
2.0401228207e+00 1.4484567673e+01 1.8631574229e+05 3 1.7051082623e+04 2.2323286741e-01
1.9869523573e+00 1.5218941089e+01 2.0575675948e+05 3 4.1801103745e+02 2.3063479561e-01
1.9866171462e+00 1.5233197832e+01 2.0622719323e+05 3 5.2719310123e+02 2.3081390750e-01
1.9857280092e+00 1.5276639240e+01 2.0758234699e+05 3 7.7686068026e+03 2.3132986573e-01
1.9881571190e+00 1.5580119079e+01 2.1668054546e+05 3 1.8532977665e+04 2.3479389364e-01
1.9807197572e+00 1.6298841641e+01 2.3912970596e+05 3 3.6837870493e+03 2.4334113795e-01
1.9590662935e+00 1.6368824661e+01 2.4133133943e+05 3 2.0131915442e+04 2.4417938324e-01
1.6596452197e+00 1.7051922147e+01 2.6517425439e+05 3 2.9467004006e+04 2.5325728503e-01
1.4396434104e+00 1.8062197358e+01 2.9894600349e+05 3 6.9378038796e+03 2.6611547322e-01
1.4153286802e+00 1.8306577264e+01 3.0538403504e+05 3 2.6017382514e+03 2.6856667789e-01
1.4058017840e+00 1.8397823251e+01 3.0771241281e+05 3 9.2793824427e+03 2.6945318037e-01
0.0000000000e+00 0.0000000000e+00 -3.2000000000e+05 3 7.1512250669e+03 3.0460093763e-02
0.0000000000e+00 0.0000000000e+00 -3.1372783870e+05 3 8.1458418705e+02 3.2848123743e-02
3.1768562705e-03 8.8127054390e-04 -3.1293067867e+05 3 2.1853127930e+04 3.3151630325e-02
7.8994403174e-02 9.1564348627e-04 -2.9271489635e+05 3 4.8851295324e+03 4.0848482730e-02
5.1673218067e-02 2.2084390592e-02 -2.8557571897e+05 3 1.4007058569e+03 4.3566617024e-02
3.8048459120e-02 3.4638093710e-02 -2.8296975644e+05 3 2.2912351331e+03 4.4558798087e-02
2.9907001010e-02 4.7130475014e-02 -2.8141009575e+05 3 8.3705892066e+03 4.5152615482e-02
-1.2050700802e-02 1.0915779606e-01 -2.7308698859e+05 3 1.0063347568e+04 4.8321513727e-02
-1.5491912814e-02 1.6450615539e-01 -2.6117458840e+05 3 1.0771920234e+03 5.2856981918e-02
-1.9026288095e-02 1.7196425342e-01 -2.6013085294e+05 3 2.9423064719e+04 5.3254368629e-02
-9.6128866025e-02 3.9244531763e-01 -2.2561092189e+05 3 3.5442486889e+04 6.6397317909e-02
-9.7840064600e-02 1.1161917129e+00 -1.7904807826e+05 3 7.9593365424e+03 8.4125432485e-02
-1.1251912721e-01 1.3133212795e+00 -1.7274164945e+05 3 9.8444709269e+02 8.6526512916e-02
-1.1886760737e-01 1.3572206239e+00 -1.7138330094e+05 3 4.1172551432e+03 8.7043684300e-02
-1.4479048468e-01 1.5251815993e+00 -1.6613187692e+05 3 2.8688150102e+03 8.9043087434e-02
-1.7028305604e-01 1.5911650480e+00 -1.6242203473e+05 3 1.7508503583e+03 9.0455555832e-02
-1.7299916247e-01 1.6213088510e+00 -1.6108072299e+05 3 1.4429251879e+04 9.0966240785e-02
-1.9424815325e-01 2.0634129002e+00 -1.4054327175e+05 3 1.4425457332e+04 9.8785577108e-02
-2.2727328873e-01 2.3663634668e+00 -1.2265847496e+05 3 2.0493697215e+04 1.0559495480e-01
-1.2887664421e-01 2.8056479053e+00 -9.5849903902e+04 3 7.8578559425e+03 1.1580193202e-01
-9.4971743046e-02 2.9403707124e+00 -8.8015172416e+04 3 8.3579506854e+02 1.1878489376e-01
-8.4509207249e-02 2.9615962350e+00 -8.6618954667e+04 3 5.7024867521e+03 1.1931648374e-01
-1.8844646502e-02 3.0744339701e+00 -7.9189896397e+04 3 4.9768046848e+03 1.2214499174e-01
4.7568477991e-02 3.1459734277e+00 -7.3036947419e+04 3 4.2656513778e+03 1.2448763956e-01
1.1690802208e-01 3.1969576720e+00 -6.7750273204e+04 3 8.0942410139e+03 1.2650046572e-01
2.4476394716e-01 3.3492557473e+00 -5.6419093335e+04 3 3.7938284982e+03 1.3081465199e-01
2.9482331391e-01 3.4026813399e+00 -5.1906976073e+04 3 5.7593797101e+03 1.3253257690e-01
3.4016899236e-01 3.4706561156e+00 -4.7741865189e+04 3 5.3832168724e+03 1.3411838413e-01
4.1486159058e-01 3.5842532457e+00 -3.9821637767e+04 3 1.8050770393e+03 1.3713389918e-01
4.3240288319e-01 3.6046627656e+00 -3.8119155624e+04 3 1.2847259217e+03 1.3778209540e-01
4.5789595351e-01 3.6352213887e+00 -3.5698460858e+04 3 7.6839109191e+03 1.3870374103e-01
5.4713394287e-01 3.7547775478e+00 -2.6074558247e+04 3 1.8921992746e+02 1.4236790722e-01
5.5310407078e-01 3.7585648550e+00 -2.5571431591e+04 3 1.0763476748e+03 1.4255946569e-01
5.6646278465e-01 3.7666479460e+00 -2.4459136605e+04 3 7.0316399871e+03 1.4298295652e-01
6.6737394487e-01 3.8584944236e+00 -1.4870265736e+04 3 6.1276617395e+03 1.4663378583e-01
7.7113788443e-01 3.8779716403e+00 -8.5296397698e+03 3 1.9302180869e+04 1.4904789140e-01
1.0428891885e+00 3.9499596105e+00 1.2038027967e+04 3 2.1675113131e+04 1.5687874672e-01
1.3767620950e+00 4.0761837263e+00 3.0548145596e+04 3 2.3582282448e+04 1.6392621970e-01
1.9315519719e+00 4.1504752341e+00 5.9401796094e+04 3 1.1106219619e+04 1.7491185319e-01
2.1919992884e+00 4.2480148100e+00 7.3552595259e+04 3 1.0066039073e+04 1.8029957811e-01
2.3975360726e+00 4.2786486648e+00 8.5210720265e+04 3 8.2456238506e+03 1.8473825174e-01
2.5801852162e+00 4.3620558273e+00 9.7214263604e+04 3 8.4168199033e+03 1.8930843924e-01
2.7841596628e+00 4.5074085974e+00 1.1179613810e+05 3 2.7360521415e+03 1.9486029235e-01
2.8970975393e+00 4.5865626797e+00 1.1655617372e+05 3 2.3679698380e+04 1.9667261228e-01
3.6586811374e+00 4.9378831815e+00 1.4557411193e+05 3 9.9085037735e+03 2.0772080555e-01
4.0609152753e+00 5.2067721645e+00 1.5976702336e+05 3 4.3620837638e+03 2.1312456876e-01
4.1547858594e+00 5.2592760338e+00 1.6327692507e+05 3 9.7554340489e+03 2.1446091754e-01
4.5096084519e+00 5.5470002427e+00 1.7879766536e+05 3 2.3779379059e+04 2.2037023507e-01
5.0849090031e+00 6.0597548135e+00 2.0070184100e+05 3 3.3243877488e+04 2.2870996250e-01
5.8213009230e+00 7.1638307098e+00 2.3425912761e+05 3 3.9562080213e+03 2.4148646258e-01
6.0120421472e+00 7.4590998143e+00 2.4219779744e+05 3 1.6851822001e+04 2.4450900916e-01
6.5332935013e+00 8.2741915813e+00 2.6162503613e+05 3 1.3952047249e+04 2.5190568132e-01
6.9444845590e+00 8.9560247911e+00 2.7708742807e+05 3 4.2908787504e+03 2.5779278994e-01
7.1112526120e+00 9.2271078610e+00 2.8424260019e+05 3 1.8732299355e+03 2.6051703093e-01
7.1791110937e+00 9.3290259089e+00 2.8743211169e+05 3 1.4570931409e+04 2.6173139707e-01
7.5402865291e+00 9.8442442783e+00 3.0448487689e+05 3 1.6723126747e+04 2.6822402171e-01
0.0000000000e+00 0.0000000000e+00 -3.2000000000e+05 3 4.3256560173e+04 3.0460093763e-02
0.0000000000e+00 0.0000000000e+00 -2.7427472844e+05 3 1.5378101807e+04 4.7869295175e-02
1.7556810731e-01 -1.8709991515e-01 -2.5606763148e+05 3 1.1214947453e+04 5.4801373352e-02
3.4235762476e-01 -3.5156638652e-01 -2.4293136236e+05 3 3.4070657958e+04 5.9802810891e-02
1.0410253427e+00 -1.0030723855e+00 -2.0796609454e+05 3 1.0902808450e+04 7.3115314054e-02
1.2325164174e+00 -1.2115239954e+00 -1.9576214318e+05 3 4.3414488054e+03 7.7761787992e-02
1.3221749165e+00 -1.2703073373e+00 -1.9101964789e+05 3 3.0247005324e+03 7.9567423142e-02
1.4109388172e+00 -1.3253583468e+00 -1.8637494344e+05 3 9.2026120854e+03 8.1335825983e-02
1.6375569756e+00 -1.4668839169e+00 -1.7542881526e+05 3 1.2168674538e+04 8.5503403316e-02
1.8846625422e+00 -1.6257935565e+00 -1.6501880136e+05 3 3.0127036316e+03 8.9466863434e-02
1.9872027560e+00 -1.7096803457e+00 -1.5987062183e+05 3 4.0616573852e+03 9.1426957664e-02
2.0885301271e+00 -1.7789982417e+00 -1.5488006899e+05 3 1.8096658382e+04 9.3327037913e-02
2.3476593851e+00 -1.9813488378e+00 -1.4026635567e+05 3 1.3818405847e+04 9.8890996598e-02
2.7150362572e+00 -2.0969871736e+00 -1.2336351568e+05 3 5.3996863230e+03 1.0532650818e-01
2.8634956055e+00 -2.1416061797e+00 -1.1686229574e+05 3 3.4422925431e+03 1.0780175390e-01
2.9652599459e+00 -2.1879712338e+00 -1.1238402210e+05 3 8.9062242285e+02 1.0950679210e-01
2.9948487229e+00 -2.2062461735e+00 -1.1101403403e+05 3 1.6623893703e+04 1.1002839536e-01
3.3261243328e+00 -2.4078229103e+00 -9.4913952457e+04 3 1.7445464036e+04 1.1615827003e-01
3.5330591493e+00 -2.5406492446e+00 -8.2374713886e+04 3 1.7640279671e+04 1.2093240598e-01
3.8059404308e+00 -2.6134744951e+00 -6.6351453248e+04 3 1.2846075966e+03 1.2703303466e-01
3.8275762642e+00 -2.6290759270e+00 -6.4803405606e+04 3 2.4138023456e+03 1.2762243190e-01
3.8523658299e+00 -2.6506048471e+00 -6.3134028960e+04 3 1.4976990915e+03 1.2825802349e-01
3.8795349651e+00 -2.6757173795e+00 -6.1273749234e+04 3 5.1111491425e+03 1.2896629876e-01
3.9749962042e+00 -2.7720264109e+00 -5.4333977787e+04 3 1.1806311424e+04 1.3160851892e-01
4.1548442015e+00 -3.0114034492e+00 -4.1193311209e+04 3 2.7390027685e+04 1.3661164286e-01
4.5700454074e+00 -3.8146171329e+00 -2.2115217787e+03 3 1.7568309223e+04 1.5145341275e-01
4.6536487819e+00 -4.7665280802e+00 2.1004683131e+04 3 3.2314481313e+03 1.6029266004e-01
4.6663807739e+00 -4.9522241256e+00 2.5834896225e+04 3 5.4048199752e+03 1.6213169695e-01
4.6657175614e+00 -5.2501146259e+00 3.3080760853e+04 3 9.3216332647e+03 1.6489045993e-01
4.7003714124e+00 -5.7469652723e+00 4.4618698219e+04 3 1.9932692475e+04 1.6928337070e-01
4.7396380708e+00 -6.7187274709e+00 6.8526430579e+04 3 5.0966818894e+02 1.7838591167e-01
4.7379177655e+00 -6.7437969596e+00 6.9133387544e+04 3 7.8480312598e+02 1.7861700226e-01
4.7356782424e+00 -6.7685356791e+00 6.9752978847e+04 3 1.0406720392e+04 1.7885290320e-01
4.6769870690e+00 -7.1517463443e+00 8.0080767099e+04 3 7.4927970929e+02 1.8278506817e-01
4.6686314151e+00 -7.2262226794e+00 8.1919134972e+04 3 2.1400167025e+04 1.8348500186e-01
4.5324029942e+00 -8.1971202847e+00 1.0501873330e+05 3 2.8079980373e+04 1.9227986144e-01
4.4150030156e+00 -9.5575757513e+00 1.3513147892e+05 3 1.0390656324e+04 2.0374488501e-01
4.4474138951e+00 -1.0081819667e+01 1.4774395356e+05 3 1.1717581625e+03 2.0854691684e-01
4.4617184084e+00 -1.0116565120e+01 1.4902913734e+05 3 7.1856605586e+03 2.0903623359e-01
4.5357807422e+00 -1.0334078509e+01 1.5593442908e+05 3 5.7393199580e+03 2.1166533227e-01
4.5995662412e+00 -1.0527514943e+01 1.6162537992e+05 3 2.6589873343e+04 2.1383208687e-01
4.8883109052e+00 -1.1269848393e+01 1.8612824864e+05 3 4.4590370098e+04 2.2316123218e-01
5.4979781998e+00 -1.2652367376e+01 2.3537373460e+05 3 3.1429684730e+03 2.4191080899e-01
5.5001040362e+00 -1.2727620859e+01 2.3921694721e+05 3 1.7843550503e+03 2.4337406313e-01
5.4987558224e+00 -1.2772626614e+01 2.4128105259e+05 3 2.6223723092e+04 2.4415994494e-01
5.5832825584e+00 -1.3247705908e+01 2.6681293321e+05 3 1.2051328209e+04 2.5388088401e-01
5.4787470481e+00 -1.3426962231e+01 2.7941264724e+05 3 2.1508868568e+04 2.5867806629e-01
5.3716805736e+00 -1.3810028072e+01 3.0480890867e+05 3 1.0596274419e+04 2.6834737381e-01
0.0000000000e+00 0.0000000000e+00 -3.2000000000e+05 3 1.2915660210e+02 3.0460093763e-02
0.0000000000e+00 0.0000000000e+00 -3.1957348771e+05 3 3.5614355335e+03 3.0622481829e-02
9.6415294215e-03 -4.8297389548e-03 -3.1616836170e+05 3 5.3453041192e+04 3.1918931845e-02
4.6171529534e-01 2.6815289367e-01 -2.5693516760e+05 3 7.0456487486e+02 5.4471077196e-02
4.6028797648e-01 2.7243167681e-01 -2.5651955348e+05 3 4.1784236485e+02 5.4629316095e-02
4.5719790229e-01 2.8354824740e-01 -2.5557591723e+05 3 5.2222225740e+03 5.4988591570e-02
4.3490065430e-01 3.5708591380e-01 -2.4978257134e+05 3 7.7294012505e+03 5.7194321952e-02
3.8698752584e-01 4.4068722260e-01 -2.4326867373e+05 3 1.4830952901e+04 5.9674391903e-02
1.9345736626e-01 6.9311301013e-01 -2.2429017430e+05 3 4.4426179061e+02 6.6900174900e-02
1.8756383783e-01 7.0645148440e-01 -2.2294897963e+05 3 3.6081021907e+04 6.7410815019e-02
1.4419007545e-01 1.1156165860e+00 -1.8222358688e+05 3 7.7456786758e+03 8.2916409322e-02
3.1550297492e-01 1.1376764675e+00 -1.6929091129e+05 3 2.8914371948e+03 8.7840337365e-02
3.4827402866e-01 1.1420002187e+00 -1.6712642068e+05 3 6.4148991029e+03 8.8664435758e-02
4.8027122947e-01 1.1767767126e+00 -1.5738201202e+05 3 1.3189112357e+04 9.2374478302e-02
6.8273607926e-01 1.2476824195e+00 -1.4269996297e+05 3 1.0381548386e+03 9.7964456634e-02
